source,section_number,section_name,section_position,store_index,store_id,object_id,mobile_asset_id,price,generation_lock,item_type,short_text_id,long_text_id,short_text_key,long_text_key,short_description,long_description,image_path,record_offset,notes
desktop_base,0,Living Room,10,36,451,58,,45,0,5,1282,1283,eString_CouchWornBeigeStdShortDesc,eString_CouchWornBeigeStdLongDesc,Used Couch,"A perfectly serviceable couch, though definitely showing signs of wear. This one was originally beige. ",Furniture/CouchLightlyWornBeigeStd.png,0x14d668,
desktop_base,0,Living Room,11,37,452,59,,75,0,5,1284,1285,eString_CouchWornLandLordGreenStdShortDesc,eString_CouchWornLandLordGreenStdLongDesc,Used Couch,"A perfectly serviceable couch, though definitely showing signs of wear. This one is greenish. ",Furniture/CouchWornLandlordGreenStd.png,0x14d6d4,
desktop_base,0,Living Room,12,38,453,60,,55,0,5,1286,1287,eString_CouchWornSteelBlueStdShortDesc,eString_CouchWornSteelBlueStdLongDesc,Used Couch,"A perfectly serviceable couch, though definitely showing signs of wear. It's hard to tell what shade of blue it was originally, but it's certainly in the blue family.",Furniture/CouchWornSteelBlueStd.png,0x14d740,
desktop_base,0,Living Room,13,35,450,57,,45,0,5,1280,1281,eString_CouchTrashedBeigeStdShortDesc,eString_CouchTrashedBeigeStdLongDesc,Usable Couch,"While still usable, this couch looks like it was abandoned at the curbside by college students who found a slightly less nasty one on another curbside.",Furniture/CouchTrashedBeigeStd.png,0x14d5fc,
desktop_base,0,Living Room,14,86,466,108,,2150,3,5,1314,1315,eString_SofaChildrensGreyYellowStdShortDesc,eString_SofaChildrensGreyYellowStdLongDesc,Kids' Sofa,This fun sofa is made just for kids!,Furniture/SofaChildrensGreyYellowStd.png,0x14eb80,
desktop_base,0,Living Room,15,88,468,110,,750,3,5,1318,1319,eString_SofaTanStdShortDesc,eString_SofaTanStdLongDesc,Tan Loveseat,A cozy and comfortable seat for two.,Furniture/SofaTanStd.png,0x14ec58,
desktop_base,0,Living Room,16,87,467,109,,1150,3,5,1316,1317,eString_SofaWhiteStdShortDesc,eString_SofaWhiteStdLongDesc,White Loveseat,A cozy and comfortable seat for two.,Furniture/SofaWhiteStd.png,0x14ebec,
desktop_base,0,Living Room,17,89,469,111,,750,3,5,1320,1321,eString_SofaBrownStdShortDesc,eString_SofaBrownStdLongDesc,Brown Loveseat,A cozy and comfortable seat for two.,Furniture/SofaBrownStd.png,0x14ecc4,
desktop_base,0,Living Room,18,90,470,112,,99,0,5,1322,1323,eString_SofaWornWhiteStdShortDesc,eString_SofaWornWhiteStdLongDesc,Second Hand Loveseat,"Showing a little wear and tear from its previous owners, this little couch is still quite comfy.",Furniture/SofaWornWhiteStd.png,0x14ed30,
desktop_base,0,Living Room,19,7,433,23,,850,0,5,1246,1247,eString_RenderedBed1PairShortDesc,eString_RenderedBed1PairLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/Rendered BedPair 1.png,0x14ca2c,
desktop_base,0,Living Room,20,10,438,34,,850,0,5,1256,1257,eString_BedAdultOrangeStdShortDesc,eString_BedAdultOrangeStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultOrangeStd.png,0x14cb70,
desktop_base,0,Living Room,21,11,439,35,,850,0,5,1258,1259,eString_BedAdultBrownStdShortDesc,eString_BedAdultBrownStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultBrownStd.png,0x14cbdc,
desktop_base,0,Living Room,22,12,440,36,,850,0,5,1260,1261,eString_BedAdultGreenStdShortDesc,eString_BedAdultGreenStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultGreenStd.png,0x14cc48,
desktop_base,0,Living Room,23,13,441,37,,850,0,5,1262,1263,eString_BedAdultRedStdShortDesc,eString_BedAdultRedStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultRedStd.png,0x14ccb4,
desktop_base,0,Living Room,24,14,442,38,,850,0,5,1264,1265,eString_BedAdultRoseStdShortDesc,eString_BedAdultRoseStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultRoseStd.png,0x14cd20,
desktop_base,0,Living Room,25,15,443,39,,1350,0,5,1266,1267,eString_BedAdultSkyBlueStdShortDesc,eString_BedAdultSkyBlueStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultSkyBlueStd.png,0x14cd8c,
desktop_base,0,Living Room,26,18,436,119,,550,0,5,1252,1253,eString_BedKidsPinkStdShortDesc,eString_BedKidsPinkStdLongDesc,Pink Children's Bed,A traditional kid's bed in pink.,Furniture/BedKidsPinkStd.png,0x14ced0,
desktop_base,0,Living Room,27,19,437,120,,550,0,5,1254,1255,eString_BedKidsBlueStdShortDesc,eString_BedKidsBlueStdLongDesc,Blue Children's Bed,A traditional kid's bed in blue.,Furniture/BedKidsBlueStd.png,0x14cf3c,
desktop_base,0,Living Room,28,16,434,30,,750,4,5,1248,1249,eString_BedBoatStdShortDesc,eString_BedBoatStdLongDesc,Boat Shaped Bed,A fun bed for the kids styled as a boat.,Furniture/BedBoatStd.png,0x14cdf8,
desktop_base,0,Living Room,29,17,435,33,,950,4,5,1250,1251,eString_BedCarRedStdShortDesc,eString_BedCarRedStdLongDesc,Car Shaped Bed,A fun bed for the little racer in the family.,Furniture/BedCarRedStd.png,0x14ce64,
desktop_base,0,Living Room,30,91,471,113,,550,3,5,1324,1325,eString_TableRectangularWhiteStdShortDesc,eString_TableRectangularWhiteStdLongDesc,White Rectangular Table,"You never know when you will need a good, flat surface to work on.",Furniture/TableRectangularWhiteStd.png,0x14ed9c,
desktop_base,0,Living Room,31,92,472,114,,625,3,5,1326,1327,eString_TableRoundWhiteStdShortDesc,eString_TableRoundWhiteStdLongDesc,White Circular Table,"You never know when you will need a good, flat surface to work on.",Furniture/TableRoundWhiteStd.png,0x14ee08,
desktop_base,0,Living Room,32,56,462,78,,950,3,5,1304,1305,eString_KidsTableAndChairsStdShortDesc,eString_KidsTableAndChairsStdLongDesc,Children's Chairs,"This is an activity center for children, which includes a kid-sized table and some small chairs.",Furniture/KidsTableAndChairsStd.png,0x14ded8,
desktop_base,0,Living Room,33,93,473,115,,150,3,5,1328,1329,eString_TableRoundWornWhiteStdShortDesc,eString_TableRoundWornWhiteStdLongDesc,Second Hand Round Table,"So it has few stains and chips? It's still a perfectly reasonable table, and at a very reasonable price!",Furniture/TableRoundWornWhiteStd.png,0x14ee74,
desktop_base,0,Living Room,34,94,474,116,,975,4,5,1324,1325,eString_TableRectangularWhiteStdShortDesc,eString_TableRectangularWhiteStdLongDesc,White Rectangular Table,"You never know when you will need a good, flat surface to work on.",Furniture/TableRectangularWhiteStools.png,0x14eee0,
desktop_base,0,Living Room,35,95,475,117,,1050,4,5,1326,1327,eString_TableRoundWhiteStdShortDesc,eString_TableRoundWhiteStdLongDesc,White Circular Table,"You never know when you will need a good, flat surface to work on.",Furniture/TableRoundWhiteStools.png,0x14ef4c,
desktop_base,0,Living Room,36,96,476,118,,275,3,5,1328,1329,eString_TableRoundWornWhiteStdShortDesc,eString_TableRoundWornWhiteStdLongDesc,Second Hand Round Table,"So it has few stains and chips? It's still a perfectly reasonable table, and at a very reasonable price!",Furniture/TableRoundWornWhiteStools.png,0x14efb8,
desktop_base,0,Living Room,37,105,498,130,,150,0,5,1374,1375,eString_TVOldStyleStdShortDesc,eString_TVOldStyleStdLongDesc,Classic TV,"This is the old style of TV that has been standard issue for couch potatoes everywhere for decades. While functional, they are rapidly being replaced by the newer flat screen type.",Furniture/OldStyleTV.png,0x14f384,
desktop_base,0,Living Room,38,106,499,129,,5000,3,5,1376,1377,eString_TVFlatScreenStdShortDesc,eString_TVFlatScreenStdLongDesc,Flat Screen TV,"If you're going to be a couch potato, why not do it in style? This modern flat screen unit features a vivid, panoramic picture!",Furniture/TVFlatScreenStd.png,0x14f3f0,
desktop_base,0,Living Room,39,111,479,136,,950,3,5,1334,1335,eString_WasherStdShortDesc,eString_WasherStdLongDesc,Automatic Clothes Washer,This is a common household clothes washing machine.,Furniture/WasherStd.png,0x14f60c,
desktop_base,0,Living Room,40,45,459,65,,650,3,5,1298,1299,eString_DryerStdShortDesc,eString_DryerStdLongDesc,Laundry Dryer,This is an ordinary electric clothes dryer.,Furniture/DryerStd.png,0x14da34,
desktop_base,0,Living Room,41,72,486,98,,1550,3,3,1348,1349,eString_RugOvalBlackStdShortDesc,eString_RugOvalBlackStdLongDesc,Small Sepia Oval Rug,"A small rug, dyed with sepia, that will be a striking accent to any room.",Furniture/RugOvalBlackStd.png,0x14e598,
desktop_base,0,Living Room,42,73,487,99,,750,3,3,1350,1351,eString_RugOvalBlueStdShortDesc,eString_RugOvalBlueStdLongDesc,Small Lapis Oval Rug,"A small rug, dyed in a calming and beautiful shade of blue.",Furniture/RugOvalBlueStd.png,0x14e604,
desktop_base,0,Living Room,43,74,488,100,,850,3,3,1352,1353,eString_RugOvalBrownStdShortDesc,eString_RugOvalBrownStdLongDesc,Small Brown Oval Rug,A small rug that can be used in various locations around the house as a decorative accent or to protect the floor.,Furniture/RugOvalBrownStd.png,0x14e670,
desktop_base,0,Living Room,44,75,489,101,,750,3,3,1354,1355,eString_RugOvalGreenStdShortDesc,eString_RugOvalGreenStdLongDesc,Small Green Oval Rug,A forest-green rug that will bring the colors of the forest into any room.,Furniture/RugOvalGreenStd.png,0x14e6dc,
desktop_base,0,Living Room,45,76,529,94,,14500,5,3,1446,1447,eString_RugOriental1StdShortDesc,eString_RugOriental1StdLongDesc,Antique Oriental Rug,"This large, exceptional oriental rug will inevitably become a family heirloom.",Furniture/RugOriental1Std.png,0x14e748,
desktop_base,0,Living Room,46,77,530,95,,8800,5,3,1448,1449,eString_RugOriental2StdShortDesc,eString_RugOriental2StdLongDesc,Quality Oriental Rug,"A large, quality oriental rug such as this can really help to define the decor of any room.",Furniture/RugOriental2Std.png,0x14e7b4,
desktop_base,0,Living Room,47,78,531,96,,7600,5,3,1450,1451,eString_RugOriental3StdShortDesc,eString_RugOriental3StdLongDesc,Intricate Oriental Rug,The stitchwork on this large oriental rug is second-to-none.,Furniture/RugOriental3Std.png,0x14e820,
desktop_base,0,Living Room,48,79,532,97,,4500,5,3,1452,1453,eString_RugOriental4StdShortDesc,eString_RugOriental4StdLongDesc,Modern Oriental Rug,This medium-sized oriental rug has a more modern look.,Furniture/RugOriental4Std.png,0x14e88c,
desktop_base,0,Living Room,49,5,503,40,,450,2,5,1384,1385,eString_BookCaseBirchSmStdShortDesc,eString_BookCaseBirchSmStdLongDesc,Small Birch Book Case,"This is a standard small book case. It's nothing fancy, but it's a good home for your family's reading material. It's finished in birch veneer.",Furniture/BookCaseBirchSmStd.png,0x14c954,
desktop_base,0,Living Room,50,6,504,41,,2450,4,5,1386,1387,eString_BookCaseBirchStdShortDesc,eString_BookCaseBirchStdLongDesc,Large Birch Book Case,"This is a standard large book case. It's nothing fancy, but it has plenty of space for your family's reading material. It's finished in birch veneer.",Furniture/BookCaseBirchStd.png,0x14c9c0,
desktop_base,0,Living Room,51,44,458,325,,250,0,5,1296,1297,eString_DresserStd1ShortDesc,eString_DresserStd1LongDesc,Standard Dresser,It's a vertical wooden dresser with 6 drawers.,Furniture/DresserStd1.png,0x14d9c8,
desktop_base,0,Living Room,52,39,454,326,,2200,4,5,1288,1289,eString_CradenzaLargeStdShortDesc,eString_CradenzaLargeStdLongDesc,Large Credenza,"It's a large, general purpose credenza.",Furniture/LargeCradenzaStd.png,0x14d7ac,
desktop_base,0,Living Room,53,40,455,327,,450,3,5,1290,1291,eString_WideCabinetStdShortDesc,eString_WideCabinetStdLongDesc,Wide Cabinet,It's a wide cabinet for use in a bedroom or anywhere you need a little extra storage.,Furniture/SmallCradenzaStd.png,0x14d818,
desktop_base,0,Living Room,54,68,525,90,,35,0,5,1428,1429,eString_Poster1StdShortDesc,eString_Poster1StdLongDesc,Landscape Poster,Personalize your space with a cool poster!,Furniture/Poster1Std.png,0x14e3e8,
desktop_base,0,Living Room,55,69,526,91,,35,0,5,1430,1431,eString_Poster2StdShortDesc,eString_Poster2StdLongDesc,Farm Poster,Personalize your space with a farm poster!,Furniture/Poster2Std.png,0x14e454,
desktop_base,0,Living Room,56,70,527,92,,55,0,5,1432,1433,eString_Poster3StdShortDesc,eString_Poster3StdLongDesc,Rose Poster,It is a rose.,Furniture/Poster3Std.png,0x14e4c0,
desktop_base,0,Living Room,57,71,528,93,,75,0,5,1434,1435,eString_Poster4StdShortDesc,eString_Poster4StdLongDesc,Art Poster,Personalize your space with a cool art poster!,Furniture/Poster4Std.png,0x14e52c,
desktop_base,0,Living Room,58,107,537,131,,450,4,5,1462,1463,eString_WallPainting1StdShortDesc,eString_WallPainting1StdLongDesc,Wall Painting,Bring sophistication to any room by hanging a fine art painting.,Furniture/WallPainting1Std.png,0x14f45c,
desktop_base,0,Living Room,59,108,538,132,,350,4,5,1464,1465,eString_WallPainting2StdShortDesc,eString_WallPainting2StdLongDesc,Wall Painting,Bring sophistication to any room by hanging a fine art painting.,Furniture/WallPainting2Std.png,0x14f4c8,
desktop_base,0,Living Room,60,109,539,133,,4150,4,5,1466,1467,eString_WallPainting3StdShortDesc,eString_WallPainting3StdLongDesc,Wall Painting,Bring sophistication to any room by hanging a fine art painting.,Furniture/WallPainting3Std.png,0x14f534,
desktop_base,0,Living Room,61,110,540,134,,13150,4,5,1468,1469,eString_WallPainting4StdShortDesc,eString_WallPainting4StdLongDesc,Wall Painting,Bring sophistication to any room by hanging a fine art painting.,Furniture/WallPainting4Std.png,0x14f5a0,
desktop_base,0,Living Room,62,42,456,63,,25,0,6,1292,1293,eString_DollHippoPurpleStdShortDesc,eString_DollHippoPurpleStdLongDesc,Hippo Doll,It's a purple hippo plush toy.,Furniture/DollHippoPurpleStd.png,0x14d8f0,
desktop_base,0,Living Room,63,43,457,64,,30,0,6,1294,1295,eString_DollPinkStdShortDesc,eString_DollPinkStdLongDesc,Pink Doll,It's a perfect doll for a child's play time.,Furniture/DollPinkStd.png,0x14d95c,
desktop_base,0,Living Room,64,97,477,121,,65,0,6,1330,1331,eString_TeddyBearStdShortDesc,eString_TeddyBearStdLongDesc,Teddy Bear,"A warm, fuzzy, plush bear for the kids!",Furniture/TeddyBearStd.png,0x14f024,
desktop_base,0,Living Room,65,103,478,127,,220,3,5,1332,1333,eString_ToysChildrensStdShortDesc,eString_ToysChildrensStdLongDesc,Toy Assortment.,Got kids? Engage their imaginations with these quality toys!,Furniture/ToysChidrensStd.png,0x14f2ac,
desktop_base,0,Living Room,66,2,502,27,,150,0,5,1382,1383,eString_BalloonsStdShortDesc,eString_BalloonsStdLongDesc,Balloons!,It's just not a party without balloons!,Furniture/BallonsStd.png,0x14c810,
desktop_base,0,Living Room,67,20,480,43,,75,2,5,1336,1337,eString_BubbleMakerStdShortDesc,eString_BubbleMakerStdLongDesc,Bubble Maker,Kids will love this gizmo. It automatically produces swarms of beautiful soap bubbles!,Furniture/BubbleMakerStd.png,0x14cfa8,
desktop_base,0,Living Room,68,53,481,74,,450,3,5,1338,1339,eString_HammockStdShortDesc,eString_HammockStdLongDesc,Hammock,What could be better for relaxing outside than your own hammock in the garden?,Furniture/HammockStd.png,0x14dd94,
desktop_base,0,Living Room,69,63,482,85,,150,2,5,1340,1341,eString_PirateShipStdShortDesc,eString_PirateShipStdLongDesc,Toy Pirate Ship,Your family's kids can enjoy pretending to have adventures at sea with this miniature pirate ship toy.,Furniture/PirateShipStd.png,0x14e1cc,
desktop_base,0,Living Room,70,64,483,86,,18000,5,5,1342,1343,eString_PlayStructureStdShortDesc,eString_PlayStructureStdLongDesc,Play Structure,"This deluxe outdoor play structure will keep your kids busy for hours, plus they'll get a healthy dose of exercise!",Furniture/PlayStructureStd.png,0x14e238,
desktop_base,0,Living Room,71,65,484,87,,250,4,1,1344,1345,eString_PoolChildrensStdShortDesc,eString_PoolChildrensStdLongDesc,Kiddie Pool,"A small, portable wading pool for the kids to splash around in.",Furniture/PoolChildrensStd.png,0x14e2a4,
desktop_base,0,Living Room,72,66,485,88,,14150,4,1,1346,1347,eString_PoolLargeStdShortDesc,eString_PoolLargeStdLongDesc,Full Size Pool,Cannonball!!! This full size pool is big enough for teens and adults to swim and dive.,Furniture/PoolLargeStd.png,0x14e310,
desktop_base,0,Living Room,73,3,429,26,,650,2,5,1238,1239,eString_BBQPairShortDesc,eString_BBQPairLongDesc,Outdoor Grill,This outdoor grill makes cooking outside easy and more convenient than charcoal.,Furniture/bbq pair.png,0x14c87c,
desktop_base,0,Living Room,74,8,430,31,,175,0,5,1240,1241,eString_BBQSmallStdShortDesc,eString_BBQSmallStdLongDesc,Basic Charcoal Grill,This is a basic outdoor grill. It's nice to enjoy a meal outside once in a while!,Furniture/BBQSmallStd.png,0x14ca98,
desktop_base,0,Living Room,75,9,431,32,,4500,5,5,1242,1243,eString_BBQUltimateStdShortDesc,eString_BBQUltimateStdLongDesc,Deluxe Gas Grill,"This is a deluxe, gas-fired outdoor grill with plenty of cooking space!",Furniture/BBQUltimateStd.png,0x14cb04,
desktop_base,0,Living Room,76,4,432,29,,750,3,5,1244,1245,eString_BBQPairRedShortDesc,eString_BBQPairRedLongDesc,Basic Gas Grill,This is a basic outdoor gas grill. In red!,Furniture/bbq pair red.png,0x14c8e8,
desktop_base,1,Dining Room,0,193,622,206,,2210,7,5,1608,1609,eString_CouchBlueShortDesc,eString_CouchBlueLongDesc,Blue Couch,"A vivid, soft blue couch.",Furniture/CouchBlue.png,0x1518a4,
desktop_base,1,Dining Room,1,194,623,207,,1950,5,5,1610,1611,eString_CouchGreenShortDesc,eString_CouchGreenLongDesc,Green Couch,"A lush, velvety couch.",Furniture/CouchGreen.png,0x151910,
desktop_base,1,Dining Room,2,195,624,208,,1525,3,5,1612,1613,eString_CouchOrangeShortDesc,eString_CouchOrangeLongDesc,Orange Couch,A bright orange couch.,Furniture/CouchOrange.png,0x15197c,
desktop_base,1,Dining Room,3,196,625,209,,1780,4,5,1614,1615,eString_CouchPinkShortDesc,eString_CouchPinkLongDesc,Pink Couch,"A delicate, lovely pink couch.",Furniture/CouchPink.png,0x1519e8,
desktop_base,1,Dining Room,4,197,626,210,,2450,9,5,1616,1617,eString_CouchRedShortDesc,eString_CouchRedLongDesc,Red Couch,"A deep, lush red couch.",Furniture/CouchRed.png,0x151a54,
desktop_base,1,Dining Room,5,198,627,211,,1415,7,5,1618,1619,eString_SofaBlueShortDesc,eString_SofaBlueLongDesc,Blue Sofa,A beautiful ocean blue couch.,Furniture/SofaBlue.png,0x151ac0,
desktop_base,1,Dining Room,6,199,628,212,,1250,5,5,1620,1621,eString_SofaGreenShortDesc,eString_SofaGreenLongDesc,Green Sofa,A verdant green sofa.,Furniture/SofaGreen.png,0x151b2c,
desktop_base,1,Dining Room,7,200,629,213,,980,3,5,1622,1623,eString_SofaOrangeShortDesc,eString_SofaOrangeLongDesc,Orange Sofa,A bright orange sofa.,Furniture/SofaOrange.png,0x151b98,
desktop_base,1,Dining Room,8,201,630,214,,1150,4,5,1624,1625,eString_SofaPinkShortDesc,eString_SofaPinkLongDesc,Pink Sofa,A lovely pink sofa.,Furniture/SofaPink.png,0x151c04,
desktop_base,1,Dining Room,9,202,631,215,,1575,9,5,1626,1627,eString_SofaRedShortDesc,eString_SofaRedLongDesc,Red Sofa,"A soft, deep red sofa.",Furniture/SofaRed.png,0x151c70,
desktop_base,1,Dining Room,10,203,632,216,,1595,7,5,1628,1629,eString_BookshelfBlueShortDesc,eString_BookshelfBlueLongDesc,Blue Bookshelf,A large blue bookshelf.,Furniture/BookshelfBlue.png,0x151cdc,
desktop_base,1,Dining Room,11,204,633,217,,1425,5,5,1630,1631,eString_BookshelfGreenShortDesc,eString_BookshelfGreenLongDesc,Green Bookshelf,A large green bookshelf.,Furniture/BookshelfGreen.png,0x151d48,
desktop_base,1,Dining Room,12,205,634,218,,1095,3,5,1632,1633,eString_BookshelfOrangeShortDesc,eString_BookshelfOrangeLongDesc,Orange Bookshelf,A large orange bookshelf.,Furniture/BookshelfOrange.png,0x151db4,
desktop_base,1,Dining Room,13,206,635,219,,1295,4,5,1634,1635,eString_BookshelfPinkShortDesc,eString_BookshelfPinkLongDesc,Pink Bookshelf,A large pink bookshelf.,Furniture/BookshelfPink.png,0x151e20,
desktop_base,1,Dining Room,14,207,636,220,,1775,9,5,1636,1637,eString_BookshelfRedShortDesc,eString_BookshelfRedLongDesc,Red Bookshelf,A large red bookshelf.,Furniture/BookshelfRed.png,0x151e8c,
desktop_base,1,Dining Room,15,208,637,221,,650,7,5,1638,1639,eString_CoffeeTableBlueShortDesc,eString_CoffeeTableBlueLongDesc,Blue Coffee Table,A chic blue coffee table.,Furniture/CoffeeTableBlue.png,0x151ef8,
desktop_base,1,Dining Room,16,209,638,222,,580,5,5,1640,1641,eString_CoffeeTableGreenShortDesc,eString_CoffeeTableGreenLongDesc,Green Coffee Table,A striking green coffee table.,Furniture/CoffeeTableGreen.png,0x151f64,
desktop_base,1,Dining Room,17,210,639,223,,450,3,5,1642,1643,eString_CoffeeTableOrangeShortDesc,eString_CoffeeTableOrangeLongDesc,Orange Coffee Table,A bright orange coffee table.,Furniture/CoffeeTableOrange.png,0x151fd0,
desktop_base,1,Dining Room,18,211,640,224,,525,4,5,1644,1645,eString_CoffeeTablePinkShortDesc,eString_CoffeeTablePinkLongDesc,Pink Coffee Table,A lovely pink coffee table.,Furniture/CoffeeTablePink.png,0x15203c,
desktop_base,1,Dining Room,19,212,641,225,,725,9,5,1646,1647,eString_CoffeeTableRedShortDesc,eString_CoffeeTableRedLongDesc,Red Coffee Table,A flashy red coffee table.,Furniture/CoffeeTableRed.png,0x1520a8,
desktop_base,1,Dining Room,20,222,651,235,,3145,7,5,1666,1667,eString_CredenzaBlueShortDesc,eString_CredenzaBlueLongDesc,Blue Credenza,A very blue credenza.,Furniture/CredenzaBlue.png,0x1524e0,
desktop_base,1,Dining Room,21,223,652,236,,2795,5,5,1668,1669,eString_CredenzaGreenShortDesc,eString_CredenzaGreenLongDesc,Green Credenza,A forest green credenza.,Furniture/CredenzaGreen.png,0x15254c,
desktop_base,1,Dining Room,22,224,653,237,,2115,3,5,1670,1671,eString_CredenzaOrangeShortDesc,eString_CredenzaOrangeLongDesc,Orange Credenza,A solar orange credenza.,Furniture/CredenzaOrange.png,0x1525b8,
desktop_base,1,Dining Room,23,225,654,238,,2550,4,5,1672,1673,eString_CredenzaPinkShortDesc,eString_CredenzaPinkLongDesc,Pink Credenza,A dainty pink credenza.,Furniture/CredenzaPink.png,0x152624,
desktop_base,1,Dining Room,24,226,655,239,,3495,9,5,1674,1675,eString_CredenzaRedShortDesc,eString_CredenzaRedLongDesc,Red Credenza,A vivid red credenza.,Furniture/CredenzaRed.png,0x152690,
desktop_base,1,Dining Room,25,237,666,250,,1315,7,3,1696,1697,eString_ModernRugBlueShortDesc,eString_ModernRugBlueLongDesc,Modern Blue Rug,"A striking, ocean blue modern rug.",Furniture/ModernRugBlue.png,0x152b34,
desktop_base,1,Dining Room,26,238,667,251,,1175,5,3,1698,1699,eString_ModernRugGreenShortDesc,eString_ModernRugGreenLongDesc,Modern Green Rug,A deep forest green modern rug.,Furniture/ModernRugGreen.png,0x152ba0,
desktop_base,1,Dining Room,27,239,668,252,,895,3,3,1700,1701,eString_ModernRugOrangeShortDesc,eString_ModernRugOrangeLongDesc,Modern Orange Rug,"A bright, happy, modern orange rug.",Furniture/ModernRugOrange.png,0x152c0c,
desktop_base,1,Dining Room,28,240,669,253,,1050,4,3,1702,1703,eString_ModernRugPinkShortDesc,eString_ModernRugPinkLongDesc,Modern Pink Rug,A modern pink rug.,Furniture/ModernRugPink.png,0x152c78,
desktop_base,1,Dining Room,29,30,445,52,,750,3,5,1270,1271,eString_CouchBeigeStdShortDesc,eString_CouchBeigeStdLongDesc,Large Quality Couch,A luxurious three seat couch in beige.,Furniture/CouchBeigeStd.png,0x14d3e0,
desktop_base,1,Dining Room,30,31,446,53,,700,3,5,1272,1273,eString_CouchBrownStdShortDesc,eString_CouchBrownStdLongDesc,Large Quality Couch,A luxurious three seat couch in brown.,Furniture/CouchBrownStd.png,0x14d44c,
desktop_base,1,Dining Room,31,32,447,54,,1800,3,5,1274,1275,eString_CouchGoldStdShortDesc,eString_CouchGoldStdLongDesc,Large Quality Couch,A luxurious three seat couch in gold.,Furniture/CouchGoldStd.png,0x14d4b8,
desktop_base,1,Dining Room,32,33,448,55,,850,3,5,1276,1277,eString_CouchLandLordGreenStdShortDesc,eString_CouchLandLordGreenStdLongDesc,Large Sturdy Couch,A three seat couch in that curious shade of green often seen in apartments and institutional settings.,Furniture/CouchLandlordGreenStd.png,0x14d524,
